iter	Logloss
0	0.319463745
1	0.1737035995
2	0.0856906798
3	0.05224833987
4	0.03243319211
5	0.02151732418
6	0.01479376426
7	0.0108081338
8	0.008695121697
9	0.00703202644
10	0.005991877189
11	0.005273358112
12	0.004425531489
13	0.003882353484
14	0.003372929367
15	0.002919809967
16	0.002596651018
17	0.002325092481
18	0.002030217457
19	0.001873458249
20	0.001706790894
21	0.001574020643
22	0.001462450156
23	0.001369625507
24	0.001272190636
25	0.001175318024
26	0.001084840973
27	0.001035864287
28	0.00103582979
29	0.001035694788
30	0.001035599137
31	0.0009752896898
32	0.0009752227862
33	0.0009215674055
34	0.0009208413974
35	0.0009206599514
36	0.0009204942606
37	0.0009204735772
38	0.0009204889591
39	0.0009204047323
40	0.0009203490291
41	0.0009203490291
42	0.0009202492711
43	0.0009202429242
44	0.0009200481124
45	0.0009201226323
46	0.0009199010142
47	0.0009198297799
48	0.0009197586948
49	0.0009196429577
50	0.0009194485192
51	0.0009194518047
52	0.0009192476592
53	0.0009192537074
54	0.0009190948115
55	0.0009190437378
56	0.0008671008939
57	0.0008669807513
58	0.0008669169838
59	0.0008666979046
60	0.0008665541665
61	0.0008664517951
62	0.0008663954199
63	0.0008663887743
64	0.0008663887743
65	0.0008663822034
66	0.0008662360012
67	0.0008662041175
68	0.0008661991147
69	0.0008661585693
70	0.0008661522971
71	0.0008661044342
72	0.000866138558
73	0.0008661132452
74	0.0008660617235
75	0.0008660206554
76	0.000866017818
77	0.0008659946706
78	0.0008658680317
79	0.0008658256196
80	0.0008658604901
81	0.0008658293531
82	0.0008658162113
83	0.00086577701
84	0.0008657225762
85	0.0008657286991
86	0.000865707493
87	0.0008656281944
88	0.0008656433522
89	0.0008656288664
90	0.0008655126066
91	0.000865555616
92	0.0008655494185
93	0.0008654588448
94	0.0008654855763
95	0.0008654855763
96	0.0008654855763
97	0.0008654855763
98	0.0008654855763
99	0.0008654855763
100	0.0008654855763
101	0.0008654855763
102	0.0008654855763
103	0.0008654855763
104	0.0008654855763
105	0.0008654855763
106	0.0008654855763
107	0.0008654855763
108	0.0008654855763
109	0.0008654855763
110	0.0008654855763
111	0.0008654855763
112	0.0008654855763
113	0.0008654855763
114	0.0008654855763
115	0.0008654855763
116	0.0008654855763
117	0.0008654855763
118	0.0008654855763
119	0.0008654855763
120	0.0008654855763
121	0.0008654855763
122	0.0008654855763
123	0.0008654855763
124	0.0008654855763
125	0.0008654855763
126	0.0008654855763
127	0.0008654855763
128	0.0008654855763
129	0.0008654855763
130	0.0008654855763
131	0.0008654855763
132	0.0008654855763
133	0.0008654855763
134	0.0008654855763
135	0.0008654855763
136	0.0008654855763
137	0.0008654855763
138	0.0008654855763
139	0.0008654855763
140	0.0008654855763
141	0.0008654855763
142	0.0008654855763
143	0.0008654855763
144	0.0008654855763
145	0.0008654855763
146	0.0008654855763
147	0.0008654855763
148	0.0008654855763
149	0.0008654855763
150	0.0008654855763
151	0.0008654855763
152	0.0008654855763
153	0.0008654855763
154	0.0008654855763
155	0.0008654855763
156	0.0008654855763
157	0.0008654855763
158	0.0008654855763
159	0.0008654855763
160	0.0008654855763
161	0.0008654855763
162	0.0008654855763
163	0.0008654855763
164	0.0008654855763
165	0.0008654855763
166	0.0008654855763
167	0.0008654855763
168	0.0008654855763
169	0.0008654855763
170	0.0008654855763
171	0.0008654855763
172	0.0008654855763
173	0.0008654855763
174	0.0008654855763
175	0.0008654855763
176	0.0008654855763
177	0.0008654855763
178	0.0008654855763
179	0.0008654855763
180	0.0008654855763
181	0.0008654855763
182	0.0008654855763
183	0.0008654855763
184	0.0008654855763
185	0.0008654855763
186	0.0008654855763
187	0.0008654855763
188	0.0008654855763
189	0.0008654855763
190	0.0008654855763
191	0.0008654855763
192	0.0008654855763
193	0.0008654855763
194	0.0008654855763
195	0.0008654855763
196	0.0008654855763
197	0.0008654855763
198	0.0008654855763
199	0.0008654855763
200	0.0008654855763
201	0.0008654855763
202	0.0008654855763
203	0.0008654855763
204	0.0008654855763
205	0.0008654855763
206	0.0008654855763
207	0.0008654855763
208	0.0008654855763
209	0.0008654855763
210	0.0008654855763
211	0.0008654855763
212	0.0008654855763
213	0.0008654855763
214	0.0008654855763
215	0.0008654855763
216	0.0008654855763
217	0.0008654855763
218	0.0008654855763
219	0.0008654855763
220	0.0008654855763
221	0.0008654855763
222	0.0008654855763
223	0.0008654855763
224	0.0008654855763
225	0.0008654855763
226	0.0008654855763
227	0.0008654855763
228	0.0008654855763
229	0.0008654855763
230	0.0008654855763
231	0.0008654855763
232	0.0008654855763
233	0.0008654855763
234	0.0008654855763
235	0.0008654855763
236	0.0008654855763
237	0.0008654855763
238	0.0008654855763
239	0.0008654855763
240	0.0008654855763
241	0.0008654855763
242	0.0008654855763
243	0.0008654855763
244	0.0008654855763
245	0.0008654855763
246	0.0008654855763
247	0.0008654855763
248	0.0008654855763
249	0.0008654855763
250	0.0008654855763
251	0.0008654855763
252	0.0008654855763
253	0.0008654855763
254	0.0008654855763
255	0.0008654855763
256	0.0008654855763
257	0.0008654855763
258	0.0008654855763
259	0.0008654855763
260	0.0008654855763
261	0.0008654855763
262	0.0008654855763
263	0.0008654855763
264	0.0008654855763
265	0.0008654855763
266	0.0008654855763
267	0.0008654855763
268	0.0008654855763
269	0.0008654855763
270	0.0008654855763
271	0.0008654855763
272	0.0008654855763
273	0.0008654855763
274	0.0008654855763
275	0.0008654855763
276	0.0008654855763
277	0.0008654855763
278	0.0008654855763
26413
